"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Novelda","Novelda","38.3850","-0.7680","Spain","ES","ESP","Valencia","","25771","1724123582"
"Villanueva de la Serena","Villanueva de la Serena","38.9667","-5.8000","Spain","ES","ESP","Extremadura","","25751","1724363816"
"Lourinhã","Lourinha","39.2333","-9.3000","Portugal","PT","PRT","Lisboa","minor","25735","1620671850"
"Oliva","Oliva","38.9194","-0.1211","Spain","ES","ESP","Valencia","","25558","1724426329"
"Onda","Onda","39.9625","-0.2639","Spain","ES","ESP","Valencia","","25547","1724421220"
"Tomares","Tomares","37.3764","-6.0458","Spain","ES","ESP","Andalusia","","25374","1724916166"
"San Juan de Alicante","San Juan de Alicante","38.4014","-0.4367","Spain","ES","ESP","Valencia","","25275","1724403338"
"Albergaria-a-Velha","Albergaria-a-Velha","40.6933","-8.4811","Portugal","PT","PRT","Aveiro","minor","25252","1620890833"
"Almonte","Almonte","37.2667","-6.5167","Spain","ES","ESP","Andalusia","","25233","1724955448"
"Adra","Adra","36.7478","-3.0161","Spain","ES","ESP","Andalusia","","25195","1724071055"
"Villarrobledo","Villarrobledo","39.2667","-2.6000","Spain","ES","ESP","Castille-La Mancha","","25189","1724704168"
"Torrelodones","Torrelodones","40.5756","-3.9292","Spain","ES","ESP","Madrid","","25115","1724434250"
"Armilla","Armilla","37.1500","-3.6167","Spain","ES","ESP","Andalusia","","25059","1724964261"
"Coín","Coin","36.6667","-4.7500","Spain","ES","ESP","Andalusia","","25023","1724570414"
"Valls","Valls","41.2883","1.2519","Spain","ES","ESP","Catalonia","","25014","1724511688"
"Pinhal Novo","Pinhal Novo","38.6310","-8.9140","Portugal","PT","PRT","Setúbal","","25000","1620447545"
"Calahorra","Calahorra","42.3000","-1.9667","Spain","ES","ESP","La Rioja","","24994","1724553946"
"Portalegre","Portalegre","39.3167","-7.4167","Portugal","PT","PRT","Portalegre","admin","24930","1620475518"
"Galdácano","Galdacano","43.2306","-2.8458","Spain","ES","ESP","Basque Country","","24765","1724891889"
"Cambre","Cambre","43.2830","-8.3330","Spain","ES","ESP","Galicia","","24739","1724885486"
"Liria","Liria","39.6258","-0.5942","Spain","ES","ESP","Valencia","","24518","1724728759"
"Cartaxo","Cartaxo","39.1500","-8.7833","Portugal","PT","PRT","Santarém","minor","24462","1620745841"
"Olesa de Montserrat","Olesa de Montserrat","41.5450","1.8944","Spain","ES","ESP","Catalonia","","24446","1724299057"
"Erandio","Erandio","43.3047","-2.9731","Spain","ES","ESP","Basque Country","","24411","1724931391"
"Porto de Mós","Porto de Mos","39.6017","-8.8175","Portugal","PT","PRT","Leiria","minor","24342","1620575221"
"Martos","Martos","37.7167","-3.9667","Spain","ES","ESP","Andalusia","","24329","1724000251"
"Almansa","Almansa","38.8682","-1.0979","Spain","ES","ESP","Castille-La Mancha","","24282","1724819701"
"Los Barrios","Los Barrios","36.1833","-5.4833","Spain","ES","ESP","Andalusia","","24219","1724279475"
"Marín","Marin","42.3933","-8.7000","Spain","ES","ESP","Galicia","","24197","1724759253"
"Mairena del Alcor","Mairena del Alcor","37.3667","-5.7333","Spain","ES","ESP","Andalusia","","24125","1724398748"
"Pontinha","Pontinha","38.7769","-9.2039","Portugal","PT","PRT","Lisboa","","24023","1620897359"
"Icod de los Vinos","Icod de los Vinos","28.3500","-16.7000","Spain","ES","ESP","Canary Islands","","23971","1724332990"
"Ibi","Ibi","38.6272","-0.5753","Spain","ES","ESP","Valencia","","23920","1724086250"
"Mejorada del Campo","Mejorada del Campo","40.3967","-3.3858","Spain","ES","ESP","Madrid","","23897","1724293748"
"Mirandela","Mirandela","41.4853","-7.1817","Portugal","PT","PRT","Bragança","minor","23850","1620845288"
"Altea","Altea","38.5986","-0.0519","Spain","ES","ESP","Valencia","","23820","1724509426"
"Cullera","Cullera","39.1639","-0.2517","Spain","ES","ESP","Andalusia","","23753","1724054051"
"Vizela","Vizela","41.3667","-8.2667","Portugal","PT","PRT","Porto","","23736","1620166206"
"Conil de la Frontera","Conil de la Frontera","36.2667","-6.0833","Spain","ES","ESP","Andalusia","","23661","1724051704"
"Pilar de la Horadada","Pilar de la Horadada","37.8667","-0.7833","Spain","ES","ESP","Valencia","","23428","1724816403"
"Teguise","Teguise","29.0500","-13.5667","Spain","ES","ESP","Canary Islands","","23411","1724648198"
"Almeirim","Almeirim","39.2000","-8.6167","Portugal","PT","PRT","Santarém","minor","23376","1620738863"
"Caniço","Canico","32.6510","-16.8410","Portugal","PT","PRT","Madeira","","23361","1620433583"
"Alhama de Murcia","Alhama de Murcia","37.8514","-1.4264","Spain","ES","ESP","Murcia","","23280","1724947627"
"Vilaseca de Solcina","Vilaseca de Solcina","41.1108","1.1450","Spain","ES","ESP","Catalonia","","23176","1724103527"
"Puenteareas","Puenteareas","42.1667","-8.5000","Spain","ES","ESP","Galicia","","23154","1724337811"
"Zarautz","Zarautz","43.2833","-2.1667","Spain","ES","ESP","Basque Country","","23152","1724056021"
"São Mamede de Infesta","Sao Mamede de Infesta","41.2000","-8.6000","Portugal","PT","PRT","Porto","","23122","1620906554"
"Fânzeres","Fanzeres","41.1667","-8.5333","Portugal","PT","PRT","Porto","","23108","1620702776"
"Oliveira do Bairro","Oliveira do Bairro","40.5167","-8.5000","Portugal","PT","PRT","Aveiro","minor","23028","1620488479"
"Lagoa","Lagoa","37.1333","-8.4500","Portugal","PT","PRT","Faro","minor","22975","1620217287"
"Moguer","Moguer","37.2747","-6.8386","Spain","ES","ESP","Andalusia","","22956","1724821530"
"El Palmar","El Palmar","37.9422","-1.1614","Spain","ES","ESP","Murcia","","22897","1724761061"
"Vale de Cambra","Vale de Cambra","40.8500","-8.4000","Portugal","PT","PRT","Aveiro","minor","22864","1620033828"
"Vagos","Vagos","40.5500","-8.6833","Portugal","PT","PRT","Aveiro","minor","22851","1620705657"
"Arcos de Valdevez","Arcos de Valdevez","41.8472","-8.4186","Portugal","PT","PRT","Viana do Castelo","minor","22847","1620183489"
"Villanueva de la Cañada","Villanueva de la Canada","40.4500","-3.9833","Spain","ES","ESP","Madrid","","22845","1724000272"
"Torre del Mar","Torre del Mar","36.7500","-4.0833","Spain","ES","ESP","Andalusia","","22819","1724657999"
"Barbate de Franco","Barbate de Franco","36.1833","-5.9167","Spain","ES","ESP","Andalusia","","22811","1724165909"
"Bormujos","Bormujos","37.3667","-6.0667","Spain","ES","ESP","Andalusia","","22780","1724359655"
"San Felíu de Guixols","San Feliu de Guixols","41.7833","3.0333","Spain","ES","ESP","Catalonia","","22751","1724736863"
"Laguna de Duero","Laguna de Duero","41.5833","-4.7167","Spain","ES","ESP","Castille-Leon","","22672","1724571345"
"San Juan de Aznalfarache","San Juan de Aznalfarache","37.3667","-6.0167","Spain","ES","ESP","Andalusia","","22472","1724867783"
"Esparraguera","Esparraguera","41.5381","1.8692","Spain","ES","ESP","Catalonia","","22442","1724908880"
"Arouca","Arouca","40.9167","-8.2500","Portugal","PT","PRT","Aveiro","minor","22359","1620642425"
"Guía de Isora","Guia de Isora","28.2110","-16.7784","Spain","ES","ESP","Canary Islands","","22301","1724572709"
"Montilla","Montilla","37.5833","-4.6333","Spain","ES","ESP","Andalusia","","22298","1724865599"
"Maracena","Maracena","37.2000","-3.6333","Spain","ES","ESP","Andalusia","","22275","1724029236"
"Lordelo do Ouro","Lordelo do Ouro","41.1600","-8.6580","Portugal","PT","PRT","Porto","","22270","1620621911"
"Aljaraque","Aljaraque","37.2667","-7.0167","Spain","ES","ESP","Andalusia","","22259","1724459161"
"Picasent","Picasent","39.3611","-0.4600","Spain","ES","ESP","Valencia","","22236","1724170506"
"Las Torres de Cotillas","Las Torres de Cotillas","38.0264","-1.2436","Spain","ES","ESP","Andalusia","","22183","1724150041"
"Salvaterra de Magos","Salvaterra de Magos","39.0167","-8.7833","Portugal","PT","PRT","Santarém","minor","22159","1620916588"
"Moncada","Moncada","39.5431","-0.3928","Spain","ES","ESP","Valencia","","22067","1724450178"
"Meixedo","Meixedo","41.8070","-6.7540","Portugal","PT","PRT","Bragança","","22016","1620138660"
"Priego de Córdoba","Priego de Cordoba","37.4333","-4.1833","Spain","ES","ESP","Andalusia","","22003","1724212027"
"Nerja","Nerja","36.7469","-3.8789","Spain","ES","ESP","Andalusia","","21913","1724190692"
"Póvoa de Lanhoso","Povoa de Lanhoso","41.5667","-8.2667","Portugal","PT","PRT","Braga","minor","21886","1620452875"
"Alfafar","Alfafar","39.4222","-0.3906","Spain","ES","ESP","Valencia","","21879","1724290706"
"Almoradí","Almoradi","38.1097","-0.7894","Spain","ES","ESP","Valencia","","21874","1724624918"
"Machico","Machico","32.7000","-16.7667","Portugal","PT","PRT","Madeira","","21828","1620563649"
"Azambuja","Azambuja","39.0667","-8.8667","Portugal","PT","PRT","Lisboa","minor","21814","1620393026"
"Amposta","Amposta","40.7106","0.5808","Spain","ES","ESP","Catalonia","","21807","1724566001"
"Seia","Seia","40.4167","-7.7000","Portugal","PT","PRT","Guarda","minor","21755","1620376674"
"São João da Madeira","Sao Joao da Madeira","40.8972","-8.4889","Portugal","PT","PRT","Aveiro","minor","21713","1620177884"
"Ayamonte","Ayamonte","37.2000","-7.4000","Spain","ES","ESP","Andalusia","","21645","1724119454"
"Isla-Cristina","Isla-Cristina","37.1992","-7.3214","Spain","ES","ESP","Andalusia","","21603","1724215419"
"Alcalá la Real","Alcala la Real","37.4500","-3.9167","Spain","ES","ESP","Andalusia","","21587","1724682908"
"Bougado","Bougado","41.3370","-8.5590","Portugal","PT","PRT","Porto","","21585","1620755688"
"Güimar","Guimar","28.3150","-16.4100","Spain","ES","ESP","Canary Islands","","21536","1724294895"
"Aspe","Aspe","38.3456","-0.7689","Spain","ES","ESP","Valencia","","21473","1724126700"
"Alcudia","Alcudia","39.8525","3.1192","Spain","ES","ESP","Balearic Islands","","21322","1724681701"
"Cacém","Cacem","38.7704","-9.3081","Portugal","PT","PRT","Lisboa","","21289","1620147105"
"Pájara","Pajara","28.3511","-14.1075","Spain","ES","ESP","Canary Islands","","21271","1724377413"
"Vialonga","Vialonga","38.8740","-9.0820","Portugal","PT","PRT","Lisboa","","21261","1620860073"
"Rio Maior","Rio Maior","39.3333","-8.9333","Portugal","PT","PRT","Santarém","minor","21192","1620036651"
"Belas","Belas","38.7772","-9.2608","Portugal","PT","PRT","Lisboa","","21172","1620052831"
"Manlleu","Manlleu","42.0000","2.2836","Spain","ES","ESP","Catalonia","","21172","1724798027"
"Cartaya","Cartaya","37.2833","-7.1500","Spain","ES","ESP","Andalusia","","21128","1724750362"
"San Juan de Vilasar","San Juan de Vilasar","41.5060","2.3910","Spain","ES","ESP","Catalonia","","21055","1724259439"
"Palafrugell","Palafrugell","41.9174","3.1631","Spain","ES","ESP","Catalonia","","21049","1724222383"
"Praia da Vitória","Praia da Vitoria","38.7333","-27.0664","Portugal","PT","PRT","Azores","","21035","1620566017"
"Laranjeira","Laranjeira","38.6570","-9.1500","Portugal","PT","PRT","Setúbal","","20988","1620655095"
"Torrox","Torrox","36.7500","-3.9500","Spain","ES","ESP","Andalusia","","20932","1724600506"
"La Unión","La Union","37.6192","-0.8756","Spain","ES","ESP","Murcia","","20897","1724665681"
"Oliveira do Hospital","Oliveira do Hospital","40.3589","-7.8625","Portugal","PT","PRT","Coimbra","minor","20855","1620792410"
"Carcagente","Carcagente","39.1222","-0.4489","Spain","ES","ESP","Valencia","","20777","1724931242"
"Algete","Algete","40.5978","-3.5003","Spain","ES","ESP","Madrid","","20767","1724204700"
"Ul","Ul","40.8400","-8.4750","Portugal","PT","PRT","Aveiro","","20760","1620891097"
"Oliveira de Azemeis","Oliveira de Azemeis","40.8400","-8.4750","Portugal","PT","PRT","Aveiro","minor","20760","1620421310"
"Puzol","Puzol","39.6167","-0.3011","Spain","ES","ESP","Valencia","","20731","1724895655"
"Elvas","Elvas","38.8667","-7.1500","Portugal","PT","PRT","Portalegre","minor","20706","1620193707"
"Palma del Río","Palma del Rio","37.7000","-5.2833","Spain","ES","ESP","Andalusia","","20688","1724000025"
"Los Llanos de Aridane","Los Llanos de Aridane","28.6500","-17.9000","Spain","ES","ESP","Canary Islands","","20648","1724727479"
"Loja","Loja","37.1667","-4.1500","Spain","ES","ESP","Andalusia","","20580","1724466102"
"Baza","Baza","37.4833","-2.7667","Spain","ES","ESP","Andalusia","","20579","1724271422"
"Hernani","Hernani","43.2667","-1.9667","Spain","ES","ESP","Basque Country","","20527","1724313794"
"Baião","Baiao","41.1667","-8.0333","Portugal","PT","PRT","Porto","minor","20522","1620277576"
"Bañolas","Banolas","42.1194","2.7664","Spain","ES","ESP","Catalonia","","20506","1724632297"
"Sant Just Desvern","Sant Just Desvern","41.3830","2.0750","Spain","ES","ESP","Catalonia","","20462","1724188832"
"Costas de Cão","Costas de Cao","38.6640","-9.2000","Portugal","PT","PRT","Setúbal","","20454","1620036170"
"Caparica","Caparica","38.6640","-9.2000","Portugal","PT","PRT","Setúbal","","20454","1620293677"
"Mealhada","Mealhada","40.3833","-8.4500","Portugal","PT","PRT","Aveiro","minor","20428","1620589603"
"Cinfães","Cinfaes","41.1000","-8.1333","Portugal","PT","PRT","Viseu","minor","20427","1620729048"
"Huércal-Overa","Huercal-Overa","37.3833","-1.9333","Spain","ES","ESP","Andalusia","","20425","1724061354"
"Requena","Requena","39.4861","-1.1017","Spain","ES","ESP","Valencia","","20387","1724453990"
"Lalín","Lalin","42.6500","-8.1167","Spain","ES","ESP","Galicia","","20282","1724795282"
"Entroncamento","Entroncamento","39.4653","-8.4681","Portugal","PT","PRT","Santarém","minor","20206","1620318542"
"Rosas","Rosas","42.2631","3.1831","Spain","ES","ESP","Catalonia","","20140","1724996343"
"Archena","Archena","38.1150","-1.2992","Spain","ES","ESP","Murcia","","20110","1724744981"
"Celorico de Basto","Celorico de Basto","41.3833","-8.0000","Portugal","PT","PRT","Braga","minor","20098","1620638780"
"Medina del Campo","Medina del Campo","41.3000","-4.9167","Spain","ES","ESP","Castille-Leon","","20090","1724808879"
"Cabra","Cabra","37.4718","-4.4336","Spain","ES","ESP","Andalusia","","20070","1724617911"
"Atarfe","Atarfe","37.2229","-3.6899","Spain","ES","ESP","Andalusia","","20024","1724936353"
"Alfena","Alfena","41.2380","-8.5250","Portugal","PT","PRT","Porto","","20000","1620416709"
"Benicasim","Benicasim","40.0553","0.0642","Spain","ES","ESP","Valencia","","19951","1724830248"
"Coruche","Coruche","38.9569","-8.5269","Portugal","PT","PRT","Santarém","minor","19944","1620431702"
"San Martín de la Vega","San Martin de la Vega","40.2094","-3.5722","Spain","ES","ESP","Madrid","","19927","1724328645"
"Piedade","Piedade","38.6740","-9.1560","Portugal","PT","PRT","Setúbal","","19904","1620410440"
"Tolosa","Tolosa","43.1333","-2.0833","Spain","ES","ESP","Basque Country","","19886","1724081737"
"Calella","Calella","41.6128","2.6575","Spain","ES","ESP","Catalonia","","19862","1724567421"
"Humanes de Madrid","Humanes de Madrid","40.2539","-3.8278","Spain","ES","ESP","Madrid","","19838","1724764038"
"Silla","Silla","39.3611","-0.4114","Spain","ES","ESP","Valencia","","19683","1724349109"
"Calatayud","Calatayud","41.3500","-1.6333","Spain","ES","ESP","Aragon","","19677","1724454911"
"Chipiona","Chipiona","36.7333","-6.4333","Spain","ES","ESP","Andalusia","","19649","1724000060"
"Barañáin","Baranain","42.8000","-1.6667","Spain","ES","ESP","Navarre","","19575","1724436657"
"Amorebieta","Amorebieta","43.2192","-2.7342","Spain","ES","ESP","Basque Country","","19570","1724617538"
"El Arahal","El Arahal","37.2667","-5.5500","Spain","ES","ESP","Andalusia","","19491","1724678120"
"Callosa de Segura","Callosa de Segura","38.1225","-0.8797","Spain","ES","ESP","Valencia","","19484","1724000256"
"Albolote","Albolote","37.2306","-3.6569","Spain","ES","ESP","Andalusia","","19474","1724140876"
"Moaña","Moana","42.2833","-8.7500","Spain","ES","ESP","Galicia","","19315","1724505635"
"Marchena","Marchena","37.3333","-5.4167","Spain","ES","ESP","Andalusia","","19271","1724561354"
"El Viso del Alcor","El Viso del Alcor","37.3833","-5.7167","Spain","ES","ESP","Andalusia","","19265","1724881330"
"Soure","Soure","40.0500","-8.6333","Portugal","PT","PRT","Coimbra","minor","19245","1620536643"
"Monção","Moncao","42.0764","-8.4819","Portugal","PT","PRT","Viana do Castelo","minor","19230","1620375502"
"Malgrat de Mar","Malgrat de Mar","41.6500","2.7500","Spain","ES","ESP","Catalonia","","19213","1724653510"
"La Corredoría","La Corredoria","43.3853","-5.8208","Spain","ES","ESP","Asturias","","19191","1724680069"
"Vila Real de Santo António","Vila Real de Santo Antonio","37.1939","-7.4158","Portugal","PT","PRT","Faro","minor","19156","1620662816"
"La Eliana","La Eliana","39.5661","-0.5281","Spain","ES","ESP","Valencia","","19054","1724040123"
"Cardedeu","Cardedeu","41.6406","2.3594","Spain","ES","ESP","Catalonia","","19023","1724134455"
"Boiro","Boiro","42.6500","-8.9000","Spain","ES","ESP","Galicia","","18976","1724627314"
"La Nucía","La Nucia","38.6172","-0.1231","Spain","ES","ESP","Valencia","","18970","1724405068"
"Utebo","Utebo","41.7167","-1.0000","Spain","ES","ESP","Aragon","","18955","1724976095"
"Vera","Vera","37.2500","-1.8667","Spain","ES","ESP","Andalusia","","18919","1724244978"
"Amares","Amares","41.6167","-8.3333","Portugal","PT","PRT","Braga","minor","18889","1620212427"
"Camarate","Camarate","38.7980","-9.1339","Portugal","PT","PRT","Lisboa","","18822","1620277606"
"Villaquilambre","Villaquilambre","42.6167","-5.6000","Spain","ES","ESP","Castille-Leon","","18765","1724727940"
"Tarifa","Tarifa","36.0140","-5.6060","Spain","ES","ESP","Andalusia","","18621","1724329319"
"Los Alcázares","Los Alcazares","37.7436","-0.8497","Spain","ES","ESP","Murcia","","18598","1724437898"
"Felanitx","Felanitx","39.4669","3.1483","Spain","ES","ESP","Balearic Islands","","18592","1724767579"
"Baena","Baena","37.6167","-4.3167","Spain","ES","ESP","Andalusia","","18533","1724279990"
"Guadix","Guadix","37.3000","-3.1333","Spain","ES","ESP","Andalusia","","18527","1724022918"
"Huércal de Almería","Huercal de Almeria","36.8833","-2.4333","Spain","ES","ESP","Andalusia","","18507","1724495259"
"San Lorenzo de El Escorial","San Lorenzo de El Escorial","40.5936","-4.1428","Spain","ES","ESP","Madrid","","18489","1724204190"
"San Celoni","San Celoni","41.6900","2.4900","Spain","ES","ESP","Catalonia","","18479","1724968176"
"Sacavém","Sacavem","38.7944","-9.1053","Portugal","PT","PRT","Lisboa","","18469","1620849212"
"Lora del Río","Lora del Rio","37.6500","-5.5167","Spain","ES","ESP","Andalusia","","18316","1724052917"
"Mangualde","Mangualde","40.6042","-7.7611","Portugal","PT","PRT","Viseu","minor","18303","1620643689"
"Tárrega","Tarrega","41.6469","1.1392","Spain","ES","ESP","Catalonia","","18268","1724893355"
"Monforte de Lemos","Monforte de Lemos","42.5164","-7.5161","Spain","ES","ESP","Galicia","","18242","1724233223"
"Santa Iria da Azóia","Santa Iria da Azoia","38.8464","-9.0881","Portugal","PT","PRT","Lisboa","","18240","1620729043"
"El Astillero","El Astillero","43.4017","-3.8194","Spain","ES","ESP","Cantabria","","18220","1724056681"
"Palamós","Palamos","41.8500","3.1292","Spain","ES","ESP","Catalonia","","18196","1724685553"
"Caldas de Montbuy","Caldas de Montbuy","41.6292","2.1694","Spain","ES","ESP","Catalonia","","18109","1724624522"
"São Tiago de Custoias","Sao Tiago de Custoias","41.2000","-8.6330","Portugal","PT","PRT","Porto","","18065","1620032209"
"Fuente-Álamo de Murcia","Fuente-Alamo de Murcia","37.7394","-1.1881","Spain","ES","ESP","Murcia","","18063","1724036059"
"Nigrán","Nigran","42.1419","-8.8056","Spain","ES","ESP","Galicia","","18045","1724832311"
"Tordera","Tordera","41.7008","2.7200","Spain","ES","ESP","Catalonia","","18022","1724310728"
"Munguía","Munguia","43.3547","-2.8472","Spain","ES","ESP","Basque Country","","17882","1724541767"
"Manilva","Manilva","36.3833","-5.2500","Spain","ES","ESP","Andalusia","","17857","1724772448"
"Sangenjo","Sangenjo","42.4017","-8.8067","Spain","ES","ESP","Galicia","","17854","1724000040"
"Parede","Parede","38.6933","-9.3569","Portugal","PT","PRT","Lisboa","","17830","1620258292"
"Manzanares","Manzanares","38.9964","-3.3731","Spain","ES","ESP","Castille-La Mancha","","17732","1724101525"
"Torredembarra","Torredembarra","41.1500","1.4000","Spain","ES","ESP","Catalonia","","17670","1724533049"
"Monzón","Monzon","41.9100","0.1900","Spain","ES","ESP","Aragon","","17650","1724852393"
"Balaguer","Balaguer","41.7900","0.8050","Spain","ES","ESP","Catalonia","","17649","1724316561"
"Daimiel","Daimiel","39.0833","-3.6167","Spain","ES","ESP","Castille-La Mancha","","17629","1724840629"
"Lousã","Lousa","40.1167","-8.2500","Portugal","PT","PRT","Coimbra","minor","17604","1620586922"
"Alcochete","Alcochete","38.7500","-8.9667","Portugal","PT","PRT","Setúbal","minor","17569","1620781537"
"Rojales","Rojales","38.0833","-0.7167","Spain","ES","ESP","Valencia","","17451","1724468567"
"Tabernes de Valldigna","Tabernes de Valldigna","39.0722","-0.2658","Spain","ES","ESP","Valencia","","17443","1724331053"
"Montemor-o-Novo","Montemor-o-Novo","38.6500","-8.2167","Portugal","PT","PRT","Évora","minor","17437","1620010573"
"Osuna","Osuna","37.2333","-5.1000","Spain","ES","ESP","Andalusia","","17418","1724498340"
"Villanueva del Pardillo","Villanueva del Pardillo","40.4833","-3.9667","Spain","ES","ESP","Madrid","","17382","1724000236"
"Mula","Mula","38.0419","-1.4906","Spain","ES","ESP","Murcia","","17382","1724000713"
"Lumbreras","Lumbreras","37.5633","-1.8072","Spain","ES","ESP","Murcia","","17346","1724380246"
"Guardamar del Segura","Guardamar del Segura","38.0897","-0.6550","Spain","ES","ESP","Valencia","","17328","1724960242"
"Poyo","Poyo","42.4333","-8.6667","Spain","ES","ESP","Galicia","","17297","1724049171"
"Barbastro","Barbastro","42.0361","0.1264","Spain","ES","ESP","Aragon","","17295","1724545797"
"Pollensa","Pollensa","39.8772","3.0164","Spain","ES","ESP","Balearic Islands","","17279","1724052318"
"Benavente","Benavente","42.0031","-5.6742","Spain","ES","ESP","Castille-Leon","","17261","1724254951"
"Bailén","Bailen","38.0833","-3.7667","Spain","ES","ESP","Andalusia","","17211","1724854020"
"Piera","Piera","41.5222","1.7494","Spain","ES","ESP","Catalonia","","17203","1724184364"
"Castilleja de la Cuesta","Castilleja de la Cuesta","37.3833","-6.0500","Spain","ES","ESP","Andalusia","","17167","1724430426"
"Peso da Régua","Peso da Regua","41.1653","-7.7764","Portugal","PT","PRT","Vila Real","minor","17131","1620264911"
"Ejea de los Caballeros","Ejea de los Caballeros","42.1292","-1.1372","Spain","ES","ESP","Aragon","","17124","1724015222"
"Condeixa-a-Nova","Condeixa-a-Nova","40.1167","-8.5000","Portugal","PT","PRT","Coimbra","minor","17078","1620361727"
"Guadarrama","Guadarrama","40.6728","-4.0889","Spain","ES","ESP","Madrid","","17063","1724067759"
"La Garriga","La Garriga","41.6833","2.2833","Spain","ES","ESP","Catalonia","","17052","1724918427"
"Canovellas","Canovellas","41.6203","2.2847","Spain","ES","ESP","Catalonia","","17051","1724734999"
"Guernica y Luno","Guernica y Luno","43.3167","-2.6667","Spain","ES","ESP","Basque Country","","17050","1724279131"
"Albal","Albal","39.3972","-0.4156","Spain","ES","ESP","Valencia","","17024","1724860489"
"Berga","Berga","42.1011","1.8439","Spain","ES","ESP","Catalonia","","16959","1724869982"
"Pozoblanco","Pozoblanco","38.3833","-4.8500","Spain","ES","ESP","Andalusia","","16946","1724804150"
"Cubellas","Cubellas","41.2100","1.6736","Spain","ES","ESP","Catalonia","","16914","1724725097"
"Navalmoral de la Mata","Navalmoral de la Mata","39.8983","-5.5403","Spain","ES","ESP","Extremadura","","16895","1724575983"
"Bermeo","Bermeo","43.4200","-2.7264","Spain","ES","ESP","Basque Country","","16878","1724977150"
"Sada","Sada","43.3500","-8.2500","Spain","ES","ESP","Galicia","","16874","1724976865"
"São Pedro do Sul","Sao Pedro do Sul","40.7500","-8.0667","Portugal","PT","PRT","Viseu","minor","16851","1620666925"
"Montornés del Vallés","Montornes del Valles","41.5333","2.2667","Spain","ES","ESP","Catalonia","","16800","1724726528"
"Masamagrell","Masamagrell","39.5703","-0.3300","Spain","ES","ESP","Valencia","","16766","1724682871"
"Chiva","Chiva","39.4714","-0.7197","Spain","ES","ESP","Valencia","","16750","1724224613"
"Sobrado de Paiva","Sobrado de Paiva","41.0667","-8.2500","Portugal","PT","PRT","Aveiro","","16733","1620213325"
"Ponte de Sôr","Ponte de Sor","39.2500","-8.0167","Portugal","PT","PRT","Portalegre","minor","16722","1620028457"
"Cabeceiras de Basto","Cabeceiras de Basto","41.5333","-8.0167","Portugal","PT","PRT","Braga","minor","16710","1620118213"
"Zafra","Zafra","38.4167","-6.4167","Spain","ES","ESP","Extremadura","","16672","1724035487"
"El Escorial","El Escorial","40.5817","-4.1258","Spain","ES","ESP","Madrid","","16618","1724408477"
"La Algaba","La Algaba","37.4500","-6.0000","Spain","ES","ESP","Andalusia","","16618","1724135955"
"Espartinas","Espartinas","37.3833","-6.1167","Spain","ES","ESP","Andalusia","","16505","1724191526"
"Churriana de la Vega","Churriana de la Vega","37.1500","-3.6500","Spain","ES","ESP","Andalusia","","16445","1724576958"
"Las Cabezas de San Juan","Las Cabezas de San Juan","36.9817","-5.9406","Spain","ES","ESP","Andalusia","","16400","1724899014"
"Ubrique","Ubrique","36.6833","-5.4500","Spain","ES","ESP","Andalusia","","16363","1724430804"
"Arenys de Mar","Arenys de Mar","41.5819","2.5503","Spain","ES","ESP","Catalonia","","16342","1724290074"
"Santomera","Santomera","38.0617","-1.0492","Spain","ES","ESP","Murcia","","16245","1724892618"
"Aguadulce","Aguadulce","36.7642","-2.6147","Spain","ES","ESP","Andalusia","","16176","1724436788"
"Alcañiz","Alcaniz","41.0511","-0.1336","Spain","ES","ESP","Aragon","","16151","1724184358"
"Carlet","Carlet","39.2264","-0.5211","Spain","ES","ESP","Valencia","","16141","1724149530"
"Quarteira","Quarteira","37.0690","-8.1030","Portugal","PT","PRT","Faro","","16131","1620157848"
"Punta Umbría","Punta Umbria","37.1667","-6.9500","Spain","ES","ESP","Andalusia","","16069","1724226508"
"Tuineje","Tuineje","28.3250","-14.0486","Spain","ES","ESP","Canary Islands","","15967","1724388694"
"Sertã","Serta","39.8000","-8.1000","Portugal","PT","PRT","Castelo Branco","minor","15880","1620976292"
"Benetúser","Benetuser","39.4250","-0.3961","Spain","ES","ESP","Valencia","","15879","1724800602"
"Villalbilla","Villalbilla","40.4339","-3.2989","Spain","ES","ESP","Madrid","","15866","1724385460"
"Vallirana","Vallirana","41.3878","1.9322","Spain","ES","ESP","Catalonia","","15823","1724988283"
"Batalha","Batalha","39.6500","-8.8000","Portugal","PT","PRT","Leiria","minor","15805","1620446432"
"Tarancón","Tarancon","40.0167","-3.0000","Spain","ES","ESP","Castille-La Mancha","","15799","1724475180"
"Macedo de Cavaleiros","Macedo de Cavaleiros","41.5389","-6.9608","Portugal","PT","PRT","Bragança","minor","15776","1620590215"
"Ramada","Ramada","38.8040","-9.1910","Portugal","PT","PRT","Lisboa","","15770","1620905945"
"Miguelturra","Miguelturra","38.9667","-3.9500","Spain","ES","ESP","Castille-La Mancha","","15769","1724947836"
"Baeza","Baeza","37.9833","-3.4667","Spain","ES","ESP","Andalusia","","15723","1724128455"
"Serpa","Serpa","37.9447","-7.5989","Portugal","PT","PRT","Beja","minor","15623","1620464160"
"Ermúa","Ermua","43.1875","-2.5008","Spain","ES","ESP","Basque Country","","15599","1724922522"
