"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"La Roda","La Roda","39.2070","-2.1604","Spain","ES","ESP","Castille-La Mancha","","15542","1724000113"
"Montijo","Montijo","38.9100","-6.6175","Spain","ES","ESP","Extremadura","","15483","1724772763"
"Corbera de Llobregat","Corbera de Llobregat","41.4169","1.9314","Spain","ES","ESP","Catalonia","","15466","1724982789"
"Santa Cruz de la Palma","Santa Cruz de la Palma","28.6825","-17.7650","Spain","ES","ESP","Canary Islands","","15441","1724730721"
"Meco","Meco","40.5539","-3.3261","Spain","ES","ESP","Madrid","","15404","1724484406"
"Fraga","Fraga","41.5200","0.3500","Spain","ES","ESP","Aragon","","15373","1724042587"
"Castro Daire","Castro Daire","40.9000","-7.9333","Portugal","PT","PRT","Viseu","minor","15339","1620316265"
"Santa Úrsula","Santa Ursula","28.4250","-16.4917","Spain","ES","ESP","Canary Islands","","15285","1724982663"
"Cunit","Cunit","41.1983","1.6406","Spain","ES","ESP","Catalonia","","15278","1724738474"
"Penacova","Penacova","40.2706","-8.2833","Portugal","PT","PRT","Coimbra","minor","15251","1620105584"
"La Solana","La Solana","38.6500","-3.0667","Spain","ES","ESP","Castille-La Mancha","","15242","1724007812"
"Vieiro","Vieiro","43.6481","-7.5900","Spain","ES","ESP","Galicia","","15221","1724508956"
"Arnedo","Arnedo","42.2167","-2.1000","Spain","ES","ESP","La Rioja","","15201","1724772767"
"Azpeitia","Azpeitia","43.1819","-2.2653","Spain","ES","ESP","Basque Country","","15183","1724450790"
"Moura","Moura","38.1333","-7.4500","Portugal","PT","PRT","Beja","minor","15167","1620196948"
"Sobreda","Sobreda","38.6480","-9.1850","Portugal","PT","PRT","Setúbal","","15166","1620345323"
"Nazaré","Nazare","39.6011","-9.0706","Portugal","PT","PRT","Leiria","minor","15158","1620000054"
"Gondomar","Gondomar","42.1111","-8.7611","Spain","ES","ESP","Galicia","","15043","1724301277"
"Mollerusa","Mollerusa","41.6319","0.8961","Spain","ES","ESP","Catalonia","","15037","1724107781"
"Cuevas del Almanzora","Cuevas del Almanzora","37.3000","-1.8667","Spain","ES","ESP","Andalusia","","15023","1724152622"
"Canet de Mar","Canet de Mar","41.5833","2.5833","Spain","ES","ESP","Catalonia","","15010","1724398623"
"Alpedrete","Alpedrete","40.6583","-4.0322","Spain","ES","ESP","Madrid","","15006","1724547365"
"Villaviciosa","Villaviciosa","43.4833","-5.4333","Spain","ES","ESP","Asturias","","15000","1724121275"
"Torelló","Torello","42.0495","2.2650","Spain","ES","ESP","Catalonia","","14902","1724191754"
"Sopelana","Sopelana","43.3814","-2.9792","Spain","ES","ESP","Basque Country","","14872","1724497959"
"Grândola","Grandola","38.1700","-8.5600","Portugal","PT","PRT","Setúbal","minor","14826","1620454238"
"Ogíjares","Ogijares","37.1167","-3.6000","Spain","ES","ESP","Andalusia","","14803","1724843693"
"La Carolina","La Carolina","38.2667","-3.6167","Spain","ES","ESP","Andalusia","","14801","1724252481"
"Anta","Anta","41.0073","-8.6250","Portugal","PT","PRT","Aveiro","","14800","1620706972"
"Cuarte de Huerva","Cuarte de Huerva","41.5833","-0.9167","Spain","ES","ESP","Aragon","","14701","1724381446"
"Santa Marta de Tormes","Santa Marta de Tormes","40.9494","-5.6325","Spain","ES","ESP","Castille-Leon","","14661","1724596061"
"Andoain","Andoain","43.2167","-2.0167","Spain","ES","ESP","Basque Country","","14555","1724830496"
"Falagueira","Falagueira","38.7589","-9.2261","Portugal","PT","PRT","Lisboa","","14530","1620164302"
"Cadaval","Cadaval","39.2333","-9.1000","Portugal","PT","PRT","Lisboa","minor","14525","1620009427"
"Cehegín","Cehegin","38.0925","-1.7989","Spain","ES","ESP","Murcia","","14485","1724606574"
"Lagoa","Lagoa","37.7486","-25.5403","Portugal","PT","PRT","Azores","","14442","1620677502"
"Alginet","Alginet","39.2625","-0.4683","Spain","ES","ESP","Valencia","","14442","1724793089"
"Valbom","Valbom","41.1333","-8.5667","Portugal","PT","PRT","Porto","","14407","1620089620"
"Horta","Horta","38.5794","-28.7164","Portugal","PT","PRT","Azores","","14331","1620589121"
"Estremoz","Estremoz","38.8500","-7.5833","Portugal","PT","PRT","Évora","minor","14318","1620467967"
"Bollullos par del Condado","Bollullos par del Condado","37.3358","-6.5364","Spain","ES","ESP","Andalusia","","14263","1724227724"
"La Carlota","La Carlota","37.6667","-4.9333","Spain","ES","ESP","Andalusia","","14258","1724972174"
"Sines","Sines","37.9547","-8.8644","Portugal","PT","PRT","Setúbal","minor","14238","1620898309"
"Sanlúcar la Mayor","Sanlucar la Mayor","37.3831","-6.2000","Spain","ES","ESP","Andalusia","","14172","1724032342"
"São Martinho do Bispo","Sao Martinho do Bispo","40.2131","-8.4694","Portugal","PT","PRT","Coimbra","","14147","1620320210"
"Valença","Valenca","42.0167","-8.6333","Portugal","PT","PRT","Viana do Castelo","minor","14127","1620333876"
"Noya","Noya","42.7833","-8.8833","Spain","ES","ESP","Galicia","","14115","1724537566"
"Pilas","Pilas","37.3017","-6.2986","Spain","ES","ESP","Andalusia","","14052","1724984763"
"Gouveia","Gouveia","40.5000","-7.6000","Portugal","PT","PRT","Guarda","minor","14046","1620922007"
"Nelas","Nelas","40.5167","-7.8500","Portugal","PT","PRT","Viseu","minor","14037","1620011198"
"Gafanha da Nazaré","Gafanha da Nazare","40.6350","-8.7140","Portugal","PT","PRT","Aveiro","","14021","1620364496"
"Beasain","Beasain","43.0458","-2.1894","Spain","ES","ESP","Basque Country","","13970","1724630898"
"Llanera","Llanera","43.4667","-5.9333","Spain","ES","ESP","Asturias","","13948","1724716854"
"Moralzarzal","Moralzarzal","40.6750","-3.9694","Spain","ES","ESP","Madrid","","13905","1724782308"
"Torrijos","Torrijos","39.9833","-4.2814","Spain","ES","ESP","Castille-La Mancha","","13885","1724246544"
"Torre del Campo","Torre del Campo","37.7667","-3.8833","Spain","ES","ESP","Andalusia","","13871","1724707407"
"Villalba","Villalba","43.3000","-7.6833","Spain","ES","ESP","Galicia","","13870","1724414757"
"Alcanena","Alcanena","39.4667","-8.6667","Portugal","PT","PRT","Santarém","minor","13868","1620799086"
"Ocaña","Ocana","39.9569","-3.4967","Spain","ES","ESP","Castille-La Mancha","","13868","1724751955"
"Tomiño","Tomino","41.9833","-8.7167","Spain","ES","ESP","Galicia","","13836","1724945871"
"Nules","Nules","39.8525","-0.1506","Spain","ES","ESP","Valencia","","13827","1724279489"
"Santa Cruz de Bezana","Santa Cruz de Bezana","43.4442","-3.9031","Spain","ES","ESP","Cantabria","","13689","1724616596"
"Cambados","Cambados","42.5000","-8.8000","Spain","ES","ESP","Galicia","","13681","1724551317"
"San Agustín de Guadalix","San Agustin de Guadalix","40.6781","-3.6150","Spain","ES","ESP","Madrid","","13650","1724232823"
"Santa Coloma de Farnés","Santa Coloma de Farnes","41.8647","2.6642","Spain","ES","ESP","Catalonia","","13634","1724089787"
"Jaca","Jaca","42.5500","-0.5500","Spain","ES","ESP","Aragon","","13620","1724277088"
"Verín","Verin","41.9408","-7.4358","Spain","ES","ESP","Galicia","","13612","1724261912"
"Sóller","Soller","39.7675","2.7140","Spain","ES","ESP","Balearic Islands","","13610","1724439575"
"Llanes","Llanes","43.4214","-4.7564","Spain","ES","ESP","Asturias","","13524","1724106388"
"Antigua","Antigua","28.4186","-14.0111","Spain","ES","ESP","Canary Islands","","13523","1724978313"
"Gines","Gines","37.3875","-6.0781","Spain","ES","ESP","Andalusia","","13481","1724319564"
"Valdemorillo","Valdemorillo","40.5017","-4.0667","Spain","ES","ESP","Madrid","","13453","1724632141"
"Arruda dos Vinhos","Arruda dos Vinhos","38.9833","-9.0667","Portugal","PT","PRT","Lisboa","minor","13391","1620150819"
"Ribeira Brava","Ribeira Brava","32.6833","-17.0500","Portugal","PT","PRT","Madeira","","13375","1620853683"
"Torredonjimeno","Torredonjimeno","37.7667","-3.9500","Spain","ES","ESP","Andalusia","","13301","1724172384"
"Aguilar","Aguilar","37.5167","-4.6500","Spain","ES","ESP","Andalusia","","13282","1724391215"
"Guillena","Guillena","37.5333","-6.0500","Spain","ES","ESP","Andalusia","","13279","1724767687"
"Aldeia de Paio Pires","Aldeia de Paio Pires","38.6270","-9.0760","Portugal","PT","PRT","Setúbal","","13258","1620232437"
"Sarria","Sarria","42.7833","-7.4167","Spain","ES","ESP","Galicia","","13221","1724423830"
"Muriedas","Muriedas","43.4303","-3.8603","Spain","ES","ESP","Cantabria","","13216","1724481585"
"Fátima","Fatima","39.6256","-8.6658","Portugal","PT","PRT","Santarém","","13212","1620677968"
"Bombarral","Bombarral","39.2681","-9.1553","Portugal","PT","PRT","Leiria","minor","13193","1620112554"
"Vila Pouca de Aguiar","Vila Pouca de Aguiar","41.5006","-7.6422","Portugal","PT","PRT","Vila Real","minor","13187","1620331126"
"La Llagosta","La Llagosta","41.5156","2.1928","Spain","ES","ESP","Catalonia","","13169","1724195852"
"Canals","Canals","38.9611","-0.5850","Spain","ES","ESP","Valencia","","13162","1724671799"
"Santa Margarita","Santa Margarita","39.7033","3.1036","Spain","ES","ESP","Balearic Islands","","13160","1724447564"
"Alovera","Alovera","40.5967","-3.2481","Spain","ES","ESP","Castille-La Mancha","","13142","1724090496"
"Miranda do Corvo","Miranda do Corvo","40.1000","-8.3333","Portugal","PT","PRT","Coimbra","minor","13098","1620469916"
"Albatera","Albatera","38.1786","-0.8681","Spain","ES","ESP","Valencia","","13092","1724280918"
"Betanzos","Betanzos","43.2792","-8.2106","Spain","ES","ESP","Galicia","","13082","1724011741"
"Lamaçães","Lamacaes","41.5280","-8.4130","Portugal","PT","PRT","Braga","","13054","1620999765"
"Godella","Godella","39.5200","-0.4114","Spain","ES","ESP","Valencia","","13050","1724346773"
"Alcácer do Sal","Alcacer do Sal","38.3725","-8.5136","Portugal","PT","PRT","Setúbal","minor","13046","1620351188"
"Vieira do Minho","Vieira do Minho","41.6333","-8.1333","Portugal","PT","PRT","Braga","minor","12997","1620164873"
"Abarán","Abaran","38.2031","-1.4003","Spain","ES","ESP","Murcia","","12964","1724553721"
"Campo de Criptana","Campo de Criptana","39.4000","-3.1167","Spain","ES","ESP","Castille-La Mancha","","12960","1724221240"
"Sant Sadurní d’Anoia","Sant Sadurni d'Anoia","41.4261","1.7850","Spain","ES","ESP","Catalonia","","12945","1724266131"
"Gibraleón","Gibraleon","37.3753","-6.9694","Spain","ES","ESP","Andalusia","","12940","1724585426"
"Berja","Berja","36.8453","-2.9469","Spain","ES","ESP","Andalusia","","12917","1724229322"
"Moreira","Moreira","41.2490","-8.6500","Portugal","PT","PRT","Porto","","12890","1620418764"
"Vejer de la Frontera","Vejer de la Frontera","36.2500","-5.9667","Spain","ES","ESP","Andalusia","","12864","1724776060"
"Abrera","Abrera","41.5167","1.9000","Spain","ES","ESP","Catalonia","","12848","1724786014"
"Argentona","Argentona","41.5500","2.4000","Spain","ES","ESP","Catalonia","","12846","1724175024"
"Aldoar","Aldoar","41.1710","-8.6710","Portugal","PT","PRT","Porto","","12843","1620646710"
"Castellbisbal","Castellbisbal","41.4760","1.9830","Spain","ES","ESP","Catalonia","","12813","1724327677"
"Brenes","Brenes","37.5500","-5.8667","Spain","ES","ESP","Andalusia","","12804","1724993123"
"Teror","Teror","28.0589","-15.5475","Spain","ES","ESP","Canary Islands","","12799","1724300080"
"Velilla de San Antonio","Velilla de San Antonio","40.3667","-3.4833","Spain","ES","ESP","Madrid","","12770","1724060021"
"Vilanova del Camí","Vilanova del Cami","41.5667","1.6333","Spain","ES","ESP","Catalonia","","12736","1724654906"
"São Félix da Marinha","Sao Felix da Marinha","41.0340","-8.6230","Portugal","PT","PRT","Porto","","12706","1620414430"
"Ceuti","Ceuti","38.0789","-1.2722","Spain","ES","ESP","Murcia","","12668","1724039482"
"Valverde del Camino","Valverde del Camino","37.5667","-6.7500","Spain","ES","ESP","Andalusia","","12655","1724355645"
"Salobreña","Salobrena","36.7467","-3.5869","Spain","ES","ESP","Andalusia","","12562","1724046465"
"Fene","Fene","43.4667","-8.1667","Spain","ES","ESP","Galicia","","12561","1724145974"
"Sabugal","Sabugal","40.3500","-7.0833","Portugal","PT","PRT","Guarda","minor","12544","1620978952"
"Monóvar","Monovar","38.4369","-0.8381","Spain","ES","ESP","Valencia","","12542","1724870019"
"Palos de la Frontera","Palos de la Frontera","37.2278","-6.8932","Spain","ES","ESP","Andalusia","","12537","1724003384"
"Teulada","Teulada","38.7292","0.1019","Spain","ES","ESP","Valencia","","12515","1724756789"
"Santañy","Santany","39.3542","3.1283","Spain","ES","ESP","Balearic Islands","","12480","1724113241"
"Mira","Mira","40.4333","-8.7333","Portugal","PT","PRT","Coimbra","minor","12465","1620156397"
"Mongat","Mongat","41.4690","2.2805","Spain","ES","ESP","Catalonia","","12462","1724914506"
"Sátão","Satao","40.7333","-7.7333","Portugal","PT","PRT","Viseu","minor","12444","1620157053"
"Bayona","Bayona","42.1178","-8.8506","Spain","ES","ESP","Galicia","","12407","1724188693"
"Arcozelo","Arcozelo","41.0500","-8.6460","Portugal","PT","PRT","Porto","","12393","1620153472"
"Estepa","Estepa","37.2917","-4.8792","Spain","ES","ESP","Andalusia","","12373","1724708314"
"Villafranca de los Barros","Villafranca de los Barros","38.5667","-6.3333","Spain","ES","ESP","Extremadura","","12366","1724272394"
"Sever do Vouga","Sever do Vouga","40.7333","-8.3667","Portugal","PT","PRT","Aveiro","minor","12356","1620380173"
"Torroella de Montgrí","Torroella de Montgri","42.0439","3.1286","Spain","ES","ESP","Catalonia","","12356","1724010202"
"Pola de Laviana","Pola de Laviana","43.2358","-5.5563","Spain","ES","ESP","Asturias","","12355","1724362497"
"Capdepera","Capdepera","39.7000","3.4167","Spain","ES","ESP","Balearic Islands","","12340","1724014685"
"Acalá del Río","Acala del Rio","37.5167","-5.9667","Spain","ES","ESP","Andalusia","","12288","1724367182"
"Benisa","Benisa","38.7145","0.0527","Spain","ES","ESP","Valencia","","12279","1724749904"
"Béjar","Bejar","40.3833","-5.7667","Spain","ES","ESP","Castille-Leon","","12269","1724324799"
"Villamartín","Villamartin","36.8667","-5.6500","Spain","ES","ESP","Andalusia","","12165","1724057832"
"Huétor Vega","Huetor Vega","37.1500","-3.5667","Spain","ES","ESP","Andalusia","","12159","1724497090"
"Arganil","Arganil","40.2180","-8.0540","Portugal","PT","PRT","Coimbra","minor","12145","1620980524"
"Socuéllamos","Socuellamos","39.2933","-2.7942","Spain","ES","ESP","Castille-La Mancha","","12123","1724254841"
"Albox","Albox","37.3833","-2.1333","Spain","ES","ESP","Andalusia","","12087","1724868693"
"Tábua","Tabua","40.3603","-8.0292","Portugal","PT","PRT","Coimbra","minor","12071","1620014800"
"Ciudad-Rodrigo","Ciudad-Rodrigo","40.5969","-6.5392","Spain","ES","ESP","Castille-Leon","","12065","1724479453"
"Ponte da Barca","Ponte da Barca","41.8000","-8.4000","Portugal","PT","PRT","Viana do Castelo","minor","12061","1620519225"
"Eiras","Eiras","40.2350","-8.4178","Portugal","PT","PRT","Coimbra","","12053","1620679868"
"Fuensalida","Fuensalida","40.0500","-4.2000","Spain","ES","ESP","Castille-La Mancha","","12004","1724253725"
"Bolaños de Calatrava","Bolanos de Calatrava","38.8831","-3.7167","Spain","ES","ESP","Castille-La Mancha","","11991","1724659404"
"Benifayó","Benifayo","39.2847","-0.4281","Spain","ES","ESP","Valencia","","11984","1724017102"
"Santiago del Teide","Santiago del Teide","28.2972","-16.8139","Spain","ES","ESP","Canary Islands","","11972","1724546976"
"Arrigorriaga","Arrigorriaga","43.2078","-2.8861","Spain","ES","ESP","Basque Country","","11954","1724012334"
"Alijó","Alijo","41.2761","-7.4750","Portugal","PT","PRT","Vila Real","minor","11942","1620658703"
"Bueu","Bueu","42.3167","-8.7833","Spain","ES","ESP","Galicia","","11922","1724614511"
"Benaguacil","Benaguacil","39.5933","-0.5864","Spain","ES","ESP","Valencia","","11877","1724868425"
"La Puebla del Río","La Puebla del Rio","37.2667","-6.0500","Spain","ES","ESP","Andalusia","","11862","1724618051"
"Vendas Novas","Vendas Novas","38.6833","-8.4500","Portugal","PT","PRT","Évora","minor","11846","1620891430"
"Son Servera","Son Servera","39.6208","3.3600","Spain","ES","ESP","Balearic Islands","","11835","1724006232"
"Andraitx","Andraitx","39.5833","2.4167","Spain","ES","ESP","Balearic Islands","","11833","1724876017"
"San Andrés de Llevaneras","San Andres de Llevaneras","41.5733","2.4828","Spain","ES","ESP","Catalonia","","11831","1724176719"
"Portela","Portela","38.7847","-9.1136","Portugal","PT","PRT","Lisboa","","11809","1620455249"
"Olivenza","Olivenza","38.6858","-7.1008","Spain","ES","ESP","Extremadura","","11776","1724189870"
"Campos del Puerto","Campos del Puerto","39.4306","3.0194","Spain","ES","ESP","Balearic Islands","","11763","1724079497"
"Picaña","Picana","39.4361","-0.4350","Spain","ES","ESP","Valencia","","11760","1724147430"
"Medina Sidonia","Medina Sidonia","36.4667","-5.9167","Spain","ES","ESP","Andalusia","","11738","1724265557"
"Pallejá","Palleja","41.4242","1.9978","Spain","ES","ESP","Catalonia","","11736","1724638711"
"Costa de Caparica","Costa de Caparica","38.6450","-9.2370","Portugal","PT","PRT","Setúbal","","11707","1620140762"
"Óbidos","Obidos","39.3581","-9.1578","Portugal","PT","PRT","Leiria","minor","11689","1620276354"
"Peligros","Peligros","37.2333","-3.6333","Spain","ES","ESP","Andalusia","","11676","1724473390"
"Bullas","Bullas","38.0497","-1.6706","Spain","ES","ESP","Murcia","","11664","1724151285"
"Ansião","Ansiao","39.9167","-8.4333","Portugal","PT","PRT","Leiria","minor","11642","1620604793"
"Azcoitia","Azcoitia","43.1792","-2.3106","Spain","ES","ESP","Basque Country","","11636","1724640950"
"Utiel","Utiel","39.5672","-1.2067","Spain","ES","ESP","Valencia","","11632","1724584294"
"Castelló de Ampurias","Castello de Ampurias","42.2583","3.0750","Spain","ES","ESP","Catalonia","","11611","1724127097"
"Santa Comba Dão","Santa Comba Dao","40.4000","-8.1167","Portugal","PT","PRT","Viseu","minor","11597","1620669474"
"Cangas de Narcea","Cangas de Narcea","43.1714","-6.5389","Spain","ES","ESP","Asturias","","11596","1724285161"
"Oñate","Onate","43.0333","-2.4167","Spain","ES","ESP","Basque Country","","11567","1724579376"
"Calheta","Calheta","32.7258","-17.1658","Portugal","PT","PRT","Madeira","","11521","1620158427"
"Beniel","Beniel","38.0464","-1.0014","Spain","ES","ESP","Murcia","","11501","1724289918"
"Elgóibar","Elgoibar","43.2142","-2.4169","Spain","ES","ESP","Basque Country","","11500","1724034254"
"Cocentaina","Cocentaina","38.7450","-0.4406","Spain","ES","ESP","Valencia","","11451","1724102234"
"Jódar","Jodar","37.8333","-3.3500","Spain","ES","ESP","Andalusia","","11449","1724042149"
"Esmoriz","Esmoriz","40.9550","-8.6270","Portugal","PT","PRT","Aveiro","","11448","1620854749"
"São João das Lampas","Sao Joao das Lampas","38.8700","-9.4210","Portugal","PT","PRT","Lisboa","","11392","1620510055"
"Mancha Real","Mancha Real","37.7864","-3.6125","Spain","ES","ESP","Andalusia","","11375","1724902974"
"Castalla","Castalla","38.5967","-0.6708","Spain","ES","ESP","Valencia","","11365","1724005276"
"Resende","Resende","41.1060","-7.9640","Portugal","PT","PRT","Viseu","minor","11364","1620858385"
"Tegueste","Tegueste","28.5167","-16.3333","Spain","ES","ESP","Canary Islands","","11344","1724441974"
"Lardero","Lardero","42.4333","-2.4667","Spain","ES","ESP","La Rioja","","11321","1724575965"
"Pulpí","Pulpi","37.4019","-1.7508","Spain","ES","ESP","Andalusia","","11247","1724725882"
"Beniaján","Beniajan","37.9833","-1.0667","Spain","ES","ESP","Murcia","","11233","1724448777"
"Sonseca","Sonseca","39.7000","-3.9500","Spain","ES","ESP","Castille-La Mancha","","11205","1724606218"
"Bollullos de la Mitación","Bollullos de la Mitacion","37.3333","-6.1333","Spain","ES","ESP","Andalusia","","11160","1724782674"
"Barbadanes","Barbadanes","42.3003","-7.9064","Spain","ES","ESP","Galicia","","11140","1724717349"
"Quintanar de la Orden","Quintanar de la Orden","39.5906","-3.0428","Spain","ES","ESP","Castille-La Mancha","","11129","1724764204"
"Vila Frescainha","Vila Frescainha","41.5350","-8.6150","Portugal","PT","PRT","Braga","","11108","1620482662"
"Fortuna","Fortuna","38.1789","-1.1233","Spain","ES","ESP","Murcia","","11094","1724296769"
"Feira","Feira","40.9300","-8.5520","Portugal","PT","PRT","Aveiro","minor","11040","1620337346"
"Bargas","Bargas","39.9400","-4.0194","Spain","ES","ESP","Castille-La Mancha","","10978","1724989174"
"Cabanillas del Campo","Cabanillas del Campo","40.6383","-3.2353","Spain","ES","ESP","Castille-La Mancha","","10968","1724393524"
"Berriozar","Berriozar","42.8361","-1.6714","Spain","ES","ESP","Navarre","","10919","1724369007"
"Meliana","Meliana","39.5272","-0.3492","Spain","ES","ESP","Valencia","","10918","1724153449"
"Santoña","Santona","43.4414","-3.4575","Spain","ES","ESP","Cantabria","","10892","1724291294"
"La Puebla de Cazalla","La Puebla de Cazalla","37.2222","-5.3125","Spain","ES","ESP","Andalusia","","10884","1724676829"
"Sant Joan de Vilatorrada","Sant Joan de Vilatorrada","41.7500","1.8000","Spain","ES","ESP","Catalonia","","10871","1724978448"
"Rianxo","Rianxo","42.6500","-8.8167","Spain","ES","ESP","Galicia","","10854","1724885529"
"Laredo","Laredo","43.4144","-3.4100","Spain","ES","ESP","Cantabria","","10849","1724449153"
"Brunete","Brunete","40.4000","-3.9936","Spain","ES","ESP","Madrid","","10845","1724447167"
"Avintes","Avintes","41.1070","-8.5510","Portugal","PT","PRT","Porto","","10838","1620748900"
"Cassá de la Selva","Cassa de la Selva","41.8892","2.8772","Spain","ES","ESP","Catalonia","","10836","1724100920"
"Reguengos de Monsaraz","Reguengos de Monsaraz","38.4167","-7.5333","Portugal","PT","PRT","Évora","minor","10828","1620982468"
"Oliveirinha","Oliveirinha","40.6030","-8.6050","Portugal","PT","PRT","Aveiro","","10817","1620623019"
"Alberique","Alberique","39.1167","-0.5211","Spain","ES","ESP","Valencia","","10815","1724900545"
"Yuncos","Yuncos","40.0833","-3.8667","Spain","ES","ESP","Castille-La Mancha","","10813","1724313165"
"Los Corrales de Buelna","Los Corrales de Buelna","43.2617","-4.0653","Spain","ES","ESP","Cantabria","","10785","1724471933"
"Cantillana","Cantillana","37.6000","-5.8167","Spain","ES","ESP","Andalusia","","10782","1724661901"
"Villamarchante","Villamarchante","39.5689","-0.6206","Spain","ES","ESP","Valencia","","10772","1724153603"
"La Palma del Condado","La Palma del Condado","37.3842","-6.5517","Spain","ES","ESP","Andalusia","","10726","1724270094"
"Ripoll","Ripoll","42.2006","2.1928","Spain","ES","ESP","Catalonia","","10721","1724329202"
"Tafalla","Tafalla","42.5277","-1.6745","Spain","ES","ESP","Navarre","","10698","1724582472"
"Valadares","Valadares","41.1000","-8.6400","Portugal","PT","PRT","Porto","","10678","1620413494"
"Huétor-Tájar","Huetor-Tajar","37.1947","-4.0464","Spain","ES","ESP","Andalusia","","10673","1724650449"
"São Brás de Alportel","Sao Bras de Alportel","37.1500","-7.8833","Portugal","PT","PRT","Faro","minor","10662","1620714794"
"Daganzo de Arriba","Daganzo de Arriba","40.5433","-3.4572","Spain","ES","ESP","Madrid","","10650","1724385787"
"Santo André","Santo Andre","38.0500","-8.7500","Portugal","PT","PRT","Setúbal","","10647","1620996598"
"Sedaví","Sedavi","39.4250","-0.3850","Spain","ES","ESP","Valencia","","10637","1724655094"
"Murtosa","Murtosa","40.7333","-8.6333","Portugal","PT","PRT","Aveiro","minor","10585","1620337032"
"São João de Ver","Sao Joao de Ver","40.9540","-8.5510","Portugal","PT","PRT","Aveiro","","10579","1620357395"
"Grijó","Grijo","41.0333","-8.5833","Portugal","PT","PRT","Porto","","10578","1620560003"
"Tarazona de Aragón","Tarazona de Aragon","41.9044","-1.7225","Spain","ES","ESP","Aragon","","10565","1724796233"
"Vouzela","Vouzela","40.7167","-8.0833","Portugal","PT","PRT","Viseu","minor","10564","1620776313"
"Montalegre","Montalegre","41.8231","-7.7917","Portugal","PT","PRT","Vila Real","minor","10537","1620504484"
"Alcora","Alcora","40.0667","-0.2000","Spain","ES","ESP","Valencia","","10526","1724288303"
"Griñón","Grinon","40.2167","-3.8500","Spain","ES","ESP","Madrid","","10491","1724085854"
"La Escala","La Escala","42.1140","3.1390","Spain","ES","ESP","Catalonia","","10478","1724179196"
"Luanco","Luanco","43.6100","-5.7900","Spain","ES","ESP","Asturias","","10470","1724203007"
"Santa Margarita de Mombúy","Santa Margarita de Mombuy","41.5756","1.6092","Spain","ES","ESP","Catalonia","","10456","1724000140"
"Cunha Alta","Cunha Alta","40.6100","-7.7700","Portugal","PT","PRT","Viseu","","10407","1620149131"
"Gelves","Gelves","37.3333","-6.0167","Spain","ES","ESP","Andalusia","","10388","1724803534"
"Villacarrillo","Villacarrillo","38.1000","-3.0833","Spain","ES","ESP","Andalusia","","10344","1724531932"
"Garrucha","Garrucha","37.1842","-1.8214","Spain","ES","ESP","Andalusia","","10336","1724316794"
"Caspe","Caspe","41.2333","-0.0333","Spain","ES","ESP","Aragon","","10336","1724962695"
"Melres","Melres","41.0667","-8.4000","Portugal","PT","PRT","Porto","","10328","1620821477"
"Vila Franca do Campo","Vila Franca do Campo","37.7167","-25.4333","Portugal","PT","PRT","Azores","","10323","1620199147"
"El Álamo","El Alamo","40.2306","-3.9944","Spain","ES","ESP","Madrid","","10322","1724385981"
"Astorga","Astorga","42.4589","-6.0633","Spain","ES","ESP","Castille-Leon","","10321","1724399849"
"Peñarroya-Pueblonuevo","Penarroya-Pueblonuevo","38.3000","-5.2667","Spain","ES","ESP","Andalusia","","10317","1724568918"
"Amurrio","Amurrio","43.0528","-3.0014","Spain","ES","ESP","Basque Country","","10313","1724144899"
"Pola de Lena","Pola de Lena","43.1583","-5.8292","Spain","ES","ESP","Asturias","","10312","1724170982"
"Salvatierra de Miño","Salvatierra de Mino","42.0833","-8.5000","Spain","ES","ESP","Galicia","","10274","1724003151"
"Estreito de Câmara de Lobos","Estreito de Camara de Lobos","32.6758","-16.9772","Portugal","PT","PRT","Madeira","","10269","1620810371"
"Alcaudete","Alcaudete","37.5833","-4.1000","Spain","ES","ESP","Andalusia","","10265","1724011838"
"Oliveira de Frades","Oliveira de Frades","40.7167","-8.1833","Portugal","PT","PRT","Viseu","minor","10261","1620849637"
"Ericeira","Ericeira","38.9620","-9.4180","Portugal","PT","PRT","Lisboa","","10260","1620634917"
"Villanueva de Arosa","Villanueva de Arosa","42.5628","-8.8278","Spain","ES","ESP","Galicia","","10225","1724595746"
"Alguazas","Alguazas","38.0514","-1.2414","Spain","ES","ESP","Murcia","","10218","1724241306"
"Alhendín","Alhendin","37.1167","-3.6500","Spain","ES","ESP","Andalusia","","10216","1724096901"
"Moimenta da Beira","Moimenta da Beira","40.9797","-7.6136","Portugal","PT","PRT","Viseu","minor","10212","1620112700"
"Zumaia","Zumaia","43.2972","-2.2569","Spain","ES","ESP","Basque Country","","10211","1724000458"
"Madridejos","Madridejos","39.4667","-3.5333","Spain","ES","ESP","Castille-La Mancha","","10169","1724797176"
"Canteras","Canteras","37.6122","-1.0438","Spain","ES","ESP","Murcia","","10167","1724341004"
"Foz","Foz","43.5694","-7.2583","Spain","ES","ESP","Galicia","","10163","1724292165"
"Calasparra","Calasparra","38.2306","-1.7000","Spain","ES","ESP","Murcia","","10161","1724622163"
"Sobral de Monte Agraço","Sobral de Monte Agraco","39.0180","-9.1520","Portugal","PT","PRT","Lisboa","minor","10156","1620360918"
"Masanasa","Masanasa","39.4083","-0.3989","Spain","ES","ESP","Valencia","","10146","1724442846"
